rank,tier,metric,acceptance_arm,family,direction,probe_sampled,certification,raw_rows_five_runs,selected_defined_rows_five_runs,union_row_keys,aligned_row_keys,row_key_coverage,aligned_elements,early_elements,late_elements,vector_length_mismatch_keys,typical_absolute_spread,worst_absolute_spread,typical_relative_spread,worst_relative_spread,early_typical_relative_spread,late_typical_relative_spread,zero_median_fraction,infinite_relative_fraction,utility_band,flags
136,periodic,probe/block_in_stats_rms,none,periodic:probe/block_in_stats_rms,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,1.0014066696166992,49.594207763671875,0.1038496133612648,0.8001579042312315,0.5560842911573395,0.101089722810772,0.0,0.0,intermediate,probe
137,sparse,curvature/e_lin_random,native,sparse:curvature/e_lin_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0011863565965656783,0.003194384552650942,0.1050212550679733,0.29519309815498396,0.04980203471791237,0.12126652496175241,0.0,0.0,intermediate,"probe,uncertified"
138,periodic,probe/ve_gate_mean,none,periodic:probe/ve_gate_mean,none,True,not_applicable,1500,1500,300,300,1.0,300,48,252,0,0.1615809202194214,0.5588921308517456,0.10554277985118712,0.3839985614702766,0.06061684427203509,0.11308088382658117,0.0,0.0,intermediate,probe
139,periodic,probe/relu2_tail_quantiles,none,periodic:probe/relu2_tail_quantiles,none,True,not_applicable,3000,3000,600,600,1.0,1800,288,1512,0,1.621826171875,48.8125,0.10575157776071203,1.1937322958872674,0.2710852352254699,0.0967937463791109,0.0,0.0,intermediate,probe
140,periodic,probe/attn_out_stats_std,none,periodic:probe/attn_out_stats_std,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.37371790409088135,3.8448195457458496,0.1092814691571925,0.8511347043317014,0.39280253436660517,0.1025860998210542,0.0,0.0,intermediate,probe
141,periodic,probe/attn_out_norm,none,periodic:probe/attn_out_norm,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,1871.8759765625,19287.130859375,0.1093451111686781,0.851081868210098,0.39279553344783424,0.10263651824205035,0.0,0.0,intermediate,probe
142,periodic,probe/attn_out_stats_rms,none,periodic:probe/attn_out_stats_rms,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.3731396198272705,3.844696521759033,0.10934515116204008,0.8510818662401113,0.3927954866117199,0.10263654448328437,0.0,0.0,intermediate,probe
143,continuous,scalars/backout_lambda,none,continuous:scalars/backout_lambda,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,400,2120,0,0.04874086380004883,0.2723974585533142,0.11884826224135926,89.59166161659411,0.16343054384626765,0.11632372167637392,0.0,0.0,intermediate,-
144,periodic,probe/attn_residual_ratio,none,periodic:probe/attn_residual_ratio,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.05384151282762889,0.23429968837174098,0.12460501711237301,0.606749440820429,0.15586186916907813,0.12149523809315035,0.0,0.0,intermediate,probe
145,sparse,curvature/fd_snr_random,native,sparse:curvature/fd_snr_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.08112777560398926,0.17183861385592547,0.13255180453112242,2.305232858841186,0.1571996119886634,0.0997286180520123,0.0,0.0,intermediate,"probe,uncertified"
146,sparse,curvature/fd_sweep_snr_random,native,sparse:curvature/fd_sweep_snr_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.07887986302375793,0.20062565803527832,0.13591039615075517,2.3052329412820436,0.16445630302267825,0.11030479004682889,0.0,0.0,intermediate,"probe,uncertified"
147,periodic,probe/mlp_residual_ratio,none,periodic:probe/mlp_residual_ratio,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.047761704009109396,0.4375211278463058,0.13785016842386272,0.5514262719461703,0.15140870309231835,0.13771734172852546,0.0,0.0,intermediate,probe
148,periodic,probe/block_in_stats_quantiles,none,periodic:probe/block_in_stats_quantiles,none,True,not_applicable,3000,3000,600,600,1.0,4200,672,3528,0,1.2744140625,131.5,0.14226791849508452,192.0,0.6527338208010477,0.13592233009708737,0.0,0.0,intermediate,probe
149,periodic,probe/mlp_out_norm,none,periodic:probe/mlp_out_norm,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,3150.111328125,13551.6796875,0.14353186338941804,0.8629599802395304,0.42183369040056484,0.13511209205907576,0.0,0.0,intermediate,probe
150,periodic,probe/mlp_out_stats_rms,none,periodic:probe/mlp_out_stats_rms,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.6279432773590088,2.70139217376709,0.14353188573024844,0.8629599614435325,0.42183372311597134,0.13511212645343107,0.0,0.0,intermediate,probe
151,periodic,probe/mlp_out_stats_std,none,periodic:probe/mlp_out_stats_std,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.6281255483627319,2.6995530128479004,0.1436390153336186,0.8625987922326465,0.4217975812422717,0.13516290227719036,0.0,0.0,intermediate,probe
152,sparse,curvature/eta_star_rho,shadow_fp32,sparse:curvature/eta_star_rho [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,0.07622696592193423,0.21791137458576942,0.14407229270905803,0.48593476008687264,0.09817333388570755,0.1454892455525013,0.0,0.0,intermediate,"probe,pass-only"
153,periodic,overhead/noise,none,periodic:overhead/noise,none,False,not_applicable,125,125,25,25,1.0,25,4,21,0,0.1261983085423708,0.3320182114839554,0.14453710407087977,0.3198636439359602,0.1380201709858599,0.1456619418240619,0.0,0.0,intermediate,-
154,continuous,scalars/smear_lambda,none,continuous:scalars/smear_lambda,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,400,2120,0,0.040659286081790924,0.10365360975265503,0.14609144014128703,2.000001769514744,0.08164724022232202,0.15501547069115518,0.0,0.0,intermediate,-
155,sparse,curvature/fd_snr_update,native,sparse:curvature/fd_snr_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.08251001607248687,0.21257302463358774,0.14627962581363868,14.29708910063164,0.24067121727593171,0.11253208908654543,0.0,0.0,intermediate,"probe,uncertified"
156,periodic,probe/c_proj_in_stats_quantiles,none,periodic:probe/c_proj_in_stats_quantiles,none,True,not_applicable,3000,3000,600,600,1.0,4200,672,3528,0,0.21484375,6.9375,0.14705882352941177,5362.526315789473,0.3125188536953243,0.1344557630635729,0.0,0.0,intermediate,probe
157,periodic,probe/ve_contribution_ratio,none,periodic:probe/ve_contribution_ratio,none,True,not_applicable,1500,1500,300,300,1.0,300,48,252,0,0.2928538463006185,1.217391756570951,0.1476059686609449,0.4452170648226206,0.09623613615608653,0.16512567418704133,0.0,0.0,intermediate,probe
158,periodic,probe/attn_out_stats_quantiles,none,periodic:probe/attn_out_stats_quantiles,none,True,not_applicable,3000,3000,600,600,1.0,4200,672,3528,0,0.4375,9.46875,0.15056370469147776,3284.5772151898736,0.49186938127974617,0.13846153846153847,0.0,0.0,intermediate,probe
